temaNumero,situacaoTema,ramoDireito,questaoSubmetidaJulgamento,teseFirmada,numeroProcesso,dataDecisaoAfetacao,relator,dataJulgamento,dataPublicacaoAcordao,transitoJulgado,pdfPath
125,Cancelado - EREsp 1.605.554/PR,DIREITO PREVIDENCIÁRIO,"Saber qual o termo inicial do prazo decadencial no caso de pensão por morte derivada de outro benefício previdenciário. Observação: O tema foi cancelado no julgamento do PEDILEF 5056680-63.2013.4.04.7000/PR, por ocasião da decisão exarada nos autos do REsp 1.605.554/PR, em sede de embargos de divergência. Há, no STJ, o PUIL 365.","""(i) o marco inicial para a contagem do prazo decadencial do benefício de pensão por morte transcorre independentemente do benefício do segurado instituidor. Portanto, a partir da data do início (DIB) do benefício [ derivado]; e (ii) em alinhamento com a jurisprudência do STJ acima destacada , caso o direito de revisão específico do pensionista não seja alcançado pela decadência, o beneficiário não poderá receber eventual diferença oriunda do recálculo do benefício do instituidor [originário], em relação ao qual houve o transcurso do prazo decadencial, mas fará jus ao reflexo financeiro correspondente na pensão concedida.""",PEDILEF 5049328-54.2013.4.04.7000/ PR,03/03/2016,Juiz Federal Boaventura João Andrade,15/12/2016,27/01/2017,26/08/2019 (no EREsp 1.605.554/PR),outputs\runs\run-20260614T135519671765Z\data\themes\tema-125.pdf
126,Revisado - Tema 975/STJ,DIREITO PREVIDENCIÁRIO,"Saber se o prazo decadencial disposto no art. 103, da Lei n. 8.213/91, incide sobre questões não analisadas pela Administração.","Tese firmada no Tema 975/STJ: Aplica-se o prazo decadencial de dez anos estabelecido no art. 103, caput, da Lei 8.213/1991 às hipóteses em que a questão controvertida não foi apreciada no ato administrativo de análise de concessão de benefício previdenciário.",PEDILEF 5017206-98.2012.4.04.7201/ SC,09/03/2016,Juiz Federal Gerson Luiz Rocha,20/10/2016,10/11/2016,02/12/2016,outputs\runs\run-20260614T135519671765Z\data\themes\tema-126.pdf
127,Julgado,DIREITO TRIBUTÁRIO,"Saber sobre a legalidade da Portaria n. MF 156/99 e a Instrução Normativa n. SRF 096/1999, no que tange à fixação do limite de isenção para importações realizadas por via postal em US$ 50.00 - cinquenta dólares americanos -, bem como no que condicionam que o destinatário e o remetente para fazerem jus à isenção sejam pessoas físicas.","São ilegais a Portaria n. MF 156/99 e a Instrução Normativa n. SRF 096/1999, no que fixam o limite de isenção para importações realizadas por via postal em US$ 50.00 - cinquenta dólares americanos -, bem como no que condicionam que o destinatário e o remetente para fazerem jus à isenção sejam pessoas físicas.",PEDILEF 5027788-92.2014.4.04.7200/ SC,07/03/2016,Juiz Federal Rui Costa Gonçalves,20/07/2016,29/07/2016,21/09/2016,outputs\runs\run-20260614T135519671765Z\data\themes\tema-127.pdf
128,Revisado - Tema 1031/STJ,DIREITO PREVIDENCIÁRIO,Saber se é possível o reconhecimento das condições especiais do labor do vigilante armado após o advento do Decreto n. 2.172/97.,"É admissível o reconhecimento da especialidade da atividade de Vigilante, com ou sem o uso de arma de fogo, em data posterior à Lei 9.032/1995 e ao Decreto 2.172/1997, desde que haja a comprovação da efetiva nocividade da atividade, por qualquer meio de prova até 5.3.1997, momento em que se passa a exigir apresentação de laudo técnico ou elemento material equivalente, para comprovar a permanente, não ocasional nem intermitente, exposição à atividade nociva, que coloque em risco a integridade física do Segurado. (Entendimento superado, em face da decisão do STJ no tema 1031)",PEDILEF 0502013-34.2015.4.05.8302/ PE,09/03/2016,Juiz Federal Frederico Augusto Leopoldino Koehler,20/07/2016,29/07/2016,26/10/2016,outputs\runs\run-20260614T135519671765Z\data\themes\tema-128.pdf
129,Cancelado - PUIL 331/STJ,DIREITO ADMINISTRATIVO,Saber se é devido pagamento de ajuda de custo ao membro do Ministério Público.,"É devido ajuda de custo no caso de remoção a pedido em decorrência da garantia da prerrogativa da inamovibilidade e da simetria constitucional entre as carreiras do Ministério Público e da Magistratura. TEMA CANCELADO, EM RAZÃO DE DECISÃO PROFERIDA NO PUIL 331/STJ.",PEDILEF 5013078-13.2013.4.04.7003,07/03/2016,Juiz Federal Wilson José Witzel,12/05/2016,20/05/2016 24/11/2016,28/8/2023 - No PUSTJ (PUIL N. 331/PR).,outputs\runs\run-20260614T135519671765Z\data\themes\tema-129.pdf
130,Julgado,DIREITO PREVIDENCIÁRIO,Saber qual o início do prazo decadencial para revisão de beneficio previdenciário com base no IRSM.,"O início do prazo decadencial para revisar, com base no IRSM do mês de fevereiro de 1994 (39,67%), a RMI dos benefícios cujos segurados não fizeram acordo nos termos da Lei n. 10.999/2004, é a data de entrada em vigor da Medida Provisória n. 201, de 26/07/2004.",PEDILEF 5003519-62.2014.4.04.7208/ SC,09/03/2016,Juiz Federal Daniel Machado da Rocha,12/05/2016,20/05/2016,16/06/2016,outputs\runs\run-20260614T135519671765Z\data\themes\tema-130.pdf
131,Julgado - Tese reafirmada no Tema 1007/STJ,DIREITO PREVIDENCIÁRIO,"Saber se é necessária a comprovação de exercício de atividade rural no período imediatamente anterior à implementação do requisito etário, para fins de concessão de aposentadoria híbrida.","Para a concessão da aposentadoria por idade híbrida ou mista, na forma do art. 48, § 3º, da Lei n. 8.213/91, cujo requisito etário é o mesmo exigido para a aposentadoria por idade urbana, é irrelevante a natureza rural ou urbana da atividade exercida pelo segurado no período imediatamente anterior à implementação do requisito etário ou ao requerimento do benefício. Ainda, não há vedação para que o tempo rural anterior à Lei 8.213/91 seja considerado para efeito de carência, mesmo que não verificado o recolhimento das respectivas contribuições.",PEDILEF 5009416-32.2013.4.04.7200/ SC,09/03/2016,Juiz Federal Ronaldo José da Silva,20/10/2016,24/11/2016 20/07/2017,01/09/2017,outputs\runs\run-20260614T135519671765Z\data\themes\tema-131.pdf
132,"Julgado (de acordo com o entendimento ratificado pelo STF, no tema 1061)",DIREITO ADMINISTRATIVO,"Saber se a VPNI, instituída pela Lei n. 10.698/2003, no importe de R$59,87 constituiu revisão geral anual.","A vantagem pecuniária individual (R$ 59,87), instituída pela Lei n. 10.698/2003, não tem natureza jurídica de reajuste geral, de modo que não confere aos servidores públicos federais direito de reajuste de vencimentos no percentual de 13,23%. Entendimento ratificado no Tema 1061/STF: A concessão, por decisão judicial, de diferenças salariais relativas a 13,23% a servidores públicos federais, sem o devido amparo legal, viola o teor da Súmula Vinculante nº 37.",PEDILEF 0512117-46.2014.4.05.8100/ CE,21/03/2016,Juiz Federal Gerson Luiz Rocha,16/06/2016,22/06/2016 23/09/2016,18/08/2017 (no STJ - PUIL 329/DF),outputs\runs\run-20260614T135519671765Z\data\themes\tema-132.pdf
133,Desafetado,DIREITO PREVIDENCIÁRIO,"Saber qual o momento em que deve ser aferida a renda do segurado desempregado recolhido à prisão, para fins de percepção do benefício de auxílio-reclusão.",Vide Tema 896/STJ.,PEDILEF 0061802-74.2009.4.03.6301/ SP,30/03/2016,Juiz Federal Rui Costa Gonçalves,Decisão monocrática proferida em 10/04/2017.,22/05/2017,Trânsito em julgado do Tema 896/STJ: 20/09/2021,outputs\runs\run-20260614T135519671765Z\data\themes\tema-133.pdf
134,Julgado,DIREITO PREVIDENCIÁRIO,Saber quais os reflexos do Memorando-Circular Conjunto 21/DIRBENS/PFEINSS na análise da prescrição e decadência dos pedidos de revisão de benefícios.,"A revisão do benefício de aposentadoria por invalidez decorrente da conversão do auxílio-doença, nos termos do art. 29, II, da Lei n. 8.213/91, sujeita-se ao prazo decadencial previsto no art. 103 da mesma Lei, cujo marco inicial é a data da concessão do benefício originário. O prazo decadencial para revisão pelo art. 29, II, da Lei n. 8.213/91 se inicia a contar de 15/04/2010, em razão do reconhecimento administrativo do direito, perpetrada pelo Memorando-Circular Conjunto 21/DIRBENS/PFEINSS. Em razão do Memorando-Circular Conjunto 21/DIRBENS/PFEINSS, de 15-4-2010, que reconhece o direito do segurado à revisão pelo art. 29, II, da Lei n. 8.213/91, os prazos prescricionais em curso voltaram a correr integralmente a partir de sua publicação. Vide Tema 120.",PEDILEF 5004459-91.2013.4.04.7101/ RS,09/03/2016,Juiz Federal José Henrique Guaracy Rebêlo,12/05/2016,20/05/2016,25/09/2019 (No PUIL 217/STJ),outputs\runs\run-20260614T135519671765Z\data\themes\tema-134.pdf
135,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se é devida a aplicação do prazo decadencial decenal, instituído pela MP n. 1.523/1997, aos benefícios concedidos antes de sua vigência.","É devida a incidência da decadência decenal, prevista na MP n. 1.523/1997, aos benefícios concedidos anteriormente à sua vigência.",PEDILEF 5018558-45.2013.4.04.7108/ RS,09/03/2016,Juiz Federal Douglas Camarinha Gonzales,20/07/2016,22/07/2016,01/12/2017,outputs\runs\run-20260614T135519671765Z\data\themes\tema-135.pdf
136,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se é devido pagamento de ajuda de custo ao servidor, para outra localidade, a pedido, em processo de remoção.","Nos casos de participação de servidor em processo de remoção a pedido (art. 36, III, c, da Lei n. 8.112/90) não é devida ajuda de custo.",PEDILEF 5003295-82.2013.4.04.7104/ RS,30/03/2016,Juiz Federal José Henrique Guaracy Rebêlo,12/05/2016,20/05/2016,12/07/2016,outputs\runs\run-20260614T135519671765Z\data\themes\tema-136.pdf
137,Julgado,DIREITO ADMINISTRATIVO,"Saber qual o termo inicial da extensão da GDPGPE, por força da paridade entre servidores ativos e inativos.","O termo inicial do pagamento diferenciado das gratificações de desempenho entre servidores ativos e inativos é a data da homologação do resultado das avaliações, após a conclusão do primeiro ciclo correspondente, de modo que não pode a Administração retroagir os efeitos financeiros a data anterior.",PEDILEF 5028485-59.2013.4.04.7100/ RS,03/03/2016,Juiz Federal Boaventura João Andrade,25/05/2017,10/08/2017,01/09/2017,outputs\runs\run-20260614T135519671765Z\data\themes\tema-137.pdf
138,Julgado,DIREITO PREVIDENCIÁRIO,Saber qual a forma que deve ser utilizada para obtenção do coeficiente de incremento trazido pelas Emendas Constitucionais 20/1998 e 41/2003.,"O pedido revisional com fulcro no art. 21, §3º, da Lei 8.880/94 pressupõe que haja a redução da média dos salários-de-contribuição utilizados no cálculo do benefício, bem como que essa redução seja decorrente do limite máximo para o teto contributivo, de modo que, se a redução foi derivada de outros elementos utilizados no cálculo do salário-de-benefício, e não propriamente em razão da incidência do limite máximo para o salário-de-contribuição vigente no mês de início do benefício, não há que se cogitar de diferença percentual a ser incorporada/recuperada.",PEDILEF 5001628-31.2013.4.04.7211/ SC,30/03/2016,Juiz Federal Wilson José Witzel,14/09/2016,23/09/2016 09/03/2017,30/03/2017,outputs\runs\run-20260614T135519671765Z\data\themes\tema-138.pdf
139,Julgado,DIREITO ADMINISTRATIVO,"Saber se é possível a equiparação dos valores recebidos a título de auxílio-alimentação entre servidores da Justiça Federal de 1º e 2º graus e os percebidos pelos servidores dos tribunais superiores, do Conselho Nacional de Justiça ou do Tribunal de Justiça do Distrito Federal e Territórios.","Não cabe ao Poder Judiciário majorar o valor de auxílio-alimentação dos servidores da Justiça Federal de 1º e 2º graus com base no fundamento de isonomia com o valor auferido pelos servidores dos tribunais superiores, do Conselho Nacional de Justiça ou do Tribunal de Justiça do Distrito Federal e Territórios. Vide PEDILEF 50001423820134047202.",PEDILEF 0015636-42.2013.4.03.6301,30/03/2016,Juiz Federal Frederico Augusto Leopoldino Koehler,20/07/2016,22/07/2016,17/08/2016,outputs\runs\run-20260614T135519671765Z\data\themes\tema-139.pdf
140,Julgado,DIREITO ADMINISTRATIVO,Saber se os membros da Advocacia-Geral da União têm direito à ajuda de custo nos casos de remoção a pedido.,"Os membros da Advocacia-Geral da União - Advogados da União, Procuradores da Fazenda Nacional e Procuradores Federais - por não terem a garantia da inamovibilidade, não têm direito ao pagamento de ajuda de custo nos casos de remoção a pedido.",PEDILEF 5017129-12.2014.4.04.7107/ RS,30/03/2016,Juiz Federal Gerson Luiz Rocha,14/09/2016,04/10/2016,26/10/2016,outputs\runs\run-20260614T135519671765Z\data\themes\tema-140.pdf
141,Julgado,DIREITO ADMINISTRATIVO,Saber se os membros da Advocacia-Geral da União têm direito à ajuda de custo nos casos de remoção a pedido.,"Os membros da Advocacia-Geral da União - Advogados da União, Procuradores da Fazenda Nacional e Procuradores Federais - por não terem a garantia da inamovibilidade, não têm direito ao pagamento de ajuda de custo nos casos de remoção a pedido.",PEDILEF 5027941-37.2014.4.04.7100/ RS,30/03/2016,Juiz Federal Daniel Machado da Rocha,17/08/2016,26/08/2016,19/09/2016,outputs\runs\run-20260614T135519671765Z\data\themes\tema-141.pdf
142,Julgado - tese reafirmada no Tema 600/STF,DIREITO ADMINISTRATIVO,Saber se é devida a equiparação dos valores recebidos a título de auxílio-alimentação pelos servidores do Tribunal de Contas da União aos servidores do INSS.,"Não compete ao Poder Judiciário determinar a atualização e/ou o reajustamento do valor do auxílio-alimentação devido aos servidores públicos, por configurar indevida ingerência na esfera exclusiva do Poder Executivo.",PEDILEF 0013377-85.2014.4.01.3200/ AM,20/04/2016,Juiz Federal Daniel Machado da Rocha,17/08/2016,18/11/2016,06/04/2018 (STF),outputs\runs\run-20260614T135519671765Z\data\themes\tema-142.pdf
143,Julgado,DIREITO ADMINISTRATIVO,Saber se o Magistrado tem direito à percepção de ajuda de custo nos casos de remoção a pedido.,"Na remoção de Magistrado, seja ela de ofício ou a pedido, encontra-se presente o interesse público, de modo que o juiz tem direito à ajuda de custo prevista no art. 65, I, da LOMAN.",PEDILEF 0503212-23.2012.4.05.8100/ CE,04/05/2016,Juiz Federal Daniel Machado da Rocha,17/08/2016,26/08/2016,19/09/2016,outputs\runs\run-20260614T135519671765Z\data\themes\tema-143.pdf
144,Julgado,DIREITO ADMINISTRATIVO,Saber se os membros da Advocacia-Geral da União têm direito à ajuda de custo nos casos de remoção a pedido.,"Os membros da Advocacia-Geral da União - Advogados da União, Procuradores da Fazenda Nacional e Procuradores Federais - por não terem a garantia da inamovibilidade, não têm direito ao pagamento de ajuda de custo nos casos de remoção a pedido.",PEDILEF 0018991-36.2008.4.01.3700/ MA,04/05/2016,Juiz Federal Rui Costa Gonçalves,17/08/2016,26/08/2016,19/09/2016,outputs\runs\run-20260614T135519671765Z\data\themes\tema-144.pdf
145,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se, para a concessão da aposentadoria por idade rural, há a exigência de que o segurado labore no ambiente rural até as vésperas do requerimento administrativo, se já houver completado a idade necessária e o tempo de exercício do labor campesino pelo período de carência previsto.","Para a obtenção de aposentadoria por idade rural, é indispensável o exercício e a demonstração da atividade campesina correspondente à carência no período imediatamente anterior ao atingimento da idade mínima ou ao requerimento administrativo.",PEDILEF 0000643-35.2011.4.03.6310/ SP,11/05/2016,Juiz Federal Boaventura João Andrade,17/08/2016,26/08/2016,19/09/2016,outputs\runs\run-20260614T135519671765Z\data\themes\tema-145.pdf
